"palabra"	"sentimiento"	"lexicon"	"valor"
"paria"	"tristeza"	"nrc"	NA
"parietal"	"confianza"	"nrc"	NA
"parietal"	"positivo"	"nrc"	NA
"parlamento"	"confianza"	"nrc"	NA
"parlotear"	"negativo"	"nrc"	NA
"parlotear"	"positivo"	"nrc"	NA
"parloteo"	"positivo"	"nrc"	NA
"paro"	"negativo"	"nrc"	NA
"parodia"	"disgusto"	"nrc"	NA
"parodia"	"miedo"	"nrc"	NA
"parodia"	"negativo"	"nrc"	NA
"parodia"	"tristeza"	"nrc"	NA
"parrilla"	"negativo"	"nrc"	NA
"parroquia"	"confianza"	"nrc"	NA
"parsimonioso"	"negativo"	"nrc"	NA
"partera"	"alegría"	"nrc"	NA
"partera"	"confianza"	"nrc"	NA
"partera"	"negativo"	"nrc"	NA
"partera"	"positivo"	"nrc"	NA
"partera"	"premonición"	"nrc"	NA
"partería"	"positivo"	"nrc"	NA
"participación"	"ira"	"nrc"	NA
"participación"	"positivo"	"nrc"	NA
"participar"	"confianza"	"nrc"	NA
"participar"	"positivo"	"nrc"	NA
"particularmente"	"asombro"	"nrc"	NA
"partidario"	"alegría"	"nrc"	NA
"partidario"	"confianza"	"nrc"	NA
"partidario"	"positivo"	"nrc"	NA
"partidista"	"negativo"	"nrc"	NA
"partisano"	"negativo"	"nrc"	NA
"pasajero"	"premonición"	"nrc"	NA
"pasatiempo"	"positivo"	"nrc"	NA
"pasión"	"alegría"	"nrc"	NA
"pasión"	"confianza"	"nrc"	NA
"pasión"	"positivo"	"nrc"	NA
"pasión"	"premonición"	"nrc"	NA
"pasividad"	"negativo"	"nrc"	NA
"pasivo"	"negativo"	"nrc"	NA
"pasteles"	"alegría"	"nrc"	NA
"pasteles"	"positivo"	"nrc"	NA
"pasto"	"positivo"	"nrc"	NA
"pastor"	"alegría"	"nrc"	NA
"pastor"	"confianza"	"nrc"	NA
"pastor"	"positivo"	"nrc"	NA
"patada"	"ira"	"nrc"	NA
"patada"	"negativo"	"nrc"	NA
"pateando"	"ira"	"nrc"	NA
"patente"	"positivo"	"nrc"	NA
"patético"	"disgusto"	"nrc"	NA
"patético"	"negativo"	"nrc"	NA
"patético"	"tristeza"	"nrc"	NA
"patín"	"ira"	"nrc"	NA
"patín"	"miedo"	"nrc"	NA
"patín"	"negativo"	"nrc"	NA
"patín"	"tristeza"	"nrc"	NA
"patraña"	"disgusto"	"nrc"	NA
"patraña"	"ira"	"nrc"	NA
"patraña"	"negativo"	"nrc"	NA
"patraña"	"tristeza"	"nrc"	NA
"patriarcal"	"confianza"	"nrc"	NA
"patriarcal"	"positivo"	"nrc"	NA
"patrimonio"	"confianza"	"nrc"	NA
"patrocinador"	"confianza"	"nrc"	NA
"patrocinador"	"positivo"	"nrc"	NA
"patrón"	"confianza"	"nrc"	NA
"patrón"	"positivo"	"nrc"	NA
"patrulla"	"confianza"	"nrc"	NA
"pavimento"	"confianza"	"nrc"	NA
"pavor"	"miedo"	"nrc"	NA
"pavor"	"negativo"	"nrc"	NA
"pavor"	"premonición"	"nrc"	NA
"payaso"	"alegría"	"nrc"	NA
"payaso"	"asombro"	"nrc"	NA
"payaso"	"positivo"	"nrc"	NA
"payaso"	"premonición"	"nrc"	NA
"paz"	"alegría"	"nrc"	NA
"paz"	"confianza"	"nrc"	NA
"paz"	"positivo"	"nrc"	NA
"paz"	"premonición"	"nrc"	NA
"peatonal"	"negativo"	"nrc"	NA
"pecado"	"disgusto"	"nrc"	NA
"pecado"	"ira"	"nrc"	NA
"pecado"	"miedo"	"nrc"	NA
"pecado"	"negativo"	"nrc"	NA
"pecado"	"tristeza"	"nrc"	NA
"pecador"	"disgusto"	"nrc"	NA
"pecador"	"ira"	"nrc"	NA
"pecador"	"miedo"	"nrc"	NA
"pecador"	"negativo"	"nrc"	NA
"pecador"	"tristeza"	"nrc"	NA
"pecaminoso"	"disgusto"	"nrc"	NA
"pecaminoso"	"ira"	"nrc"	NA
"pecaminoso"	"miedo"	"nrc"	NA
"pecaminoso"	"negativo"	"nrc"	NA
"pecaminoso"	"tristeza"	"nrc"	NA
"pecar"	"disgusto"	"nrc"	NA
"pecar"	"negativo"	"nrc"	NA
"peculiaridad"	"positivo"	"nrc"	NA
"peculiaridades"	"negativo"	"nrc"	NA
"pega"	"asombro"	"nrc"	NA
"pega"	"negativo"	"nrc"	NA
"pegajoso"	"disgusto"	"nrc"	NA
"pelea"	"asombro"	"nrc"	NA
"pelea"	"ira"	"nrc"	NA
"pelea"	"negativo"	"nrc"	NA
"peligro"	"miedo"	"nrc"	NA
"peligro"	"negativo"	"nrc"	NA
"peligro"	"premonición"	"nrc"	NA
"peligro"	"tristeza"	"nrc"	NA
"peligroso"	"miedo"	"nrc"	NA
"peligroso"	"negativo"	"nrc"	NA
"peligroso"	"premonición"	"nrc"	NA
"peligroso"	"tristeza"	"nrc"	NA
"pelotón"	"miedo"	"nrc"	NA
"peludo"	"disgusto"	"nrc"	NA
"peludo"	"negativo"	"nrc"	NA
"pena"	"ira"	"nrc"	NA
"pena"	"miedo"	"nrc"	NA
"pena"	"negativo"	"nrc"	NA
"pena"	"tristeza"	"nrc"	NA
"penal"	"miedo"	"nrc"	NA
"penal"	"negativo"	"nrc"	NA
"penal"	"tristeza"	"nrc"	NA
"penetración"	"ira"	"nrc"	NA
"penetración"	"miedo"	"nrc"	NA
"penetración"	"negativo"	"nrc"	NA
"penitencia"	"miedo"	"nrc"	NA
"penitencia"	"tristeza"	"nrc"	NA
"penitenciario"	"ira"	"nrc"	NA
"penitenciario"	"negativo"	"nrc"	NA
"penosamente"	"negativo"	"nrc"	NA
"penosamente"	"tristeza"	"nrc"	NA
"pensador"	"positivo"	"nrc"	NA
"pensamiento"	"premonición"	"nrc"	NA
"pensativo"	"confianza"	"nrc"	NA
"pensativo"	"positivo"	"nrc"	NA
"pensativo"	"tristeza"	"nrc"	NA
"penumbra"	"negativo"	"nrc"	NA
"penumbra"	"tristeza"	"nrc"	NA
"peón"	"confianza"	"nrc"	NA
"peón"	"negativo"	"nrc"	NA
"peor"	"miedo"	"nrc"	NA
"peor"	"negativo"	"nrc"	NA
"peor"	"tristeza"	"nrc"	NA
"pequeño"	"negativo"	"nrc"	NA
"percance"	"asombro"	"nrc"	NA
"percance"	"disgusto"	"nrc"	NA
"percance"	"miedo"	"nrc"	NA
"percance"	"negativo"	"nrc"	NA
"percance"	"tristeza"	"nrc"	NA
"perceptible"	"positivo"	"nrc"	NA
"percibir"	"confianza"	"nrc"	NA
"percibir"	"positivo"	"nrc"	NA
"perder"	"asombro"	"nrc"	NA
"perder"	"disgusto"	"nrc"	NA
"perder"	"ira"	"nrc"	NA
"perder"	"miedo"	"nrc"	NA
"perder"	"negativo"	"nrc"	NA
"perder"	"tristeza"	"nrc"	NA
"perdición"	"disgusto"	"nrc"	NA
"perdición"	"ira"	"nrc"	NA
"perdición"	"miedo"	"nrc"	NA
"perdición"	"negativo"	"nrc"	NA
"perdición"	"tristeza"	"nrc"	NA
"pérdida"	"ira"	"nrc"	NA
"pérdida"	"miedo"	"nrc"	NA
"pérdida"	"negativo"	"nrc"	NA
"pérdida"	"tristeza"	"nrc"	NA
"perdido"	"negativo"	"nrc"	NA
"perdido"	"tristeza"	"nrc"	NA
"perdón"	"positivo"	"nrc"	NA
"perdonado"	"positivo"	"nrc"	NA
"perdonador"	"confianza"	"nrc"	NA
"perdonador"	"positivo"	"nrc"	NA
"perdonar"	"positivo"	"nrc"	NA
"perecedero"	"negativo"	"nrc"	NA
"perecer"	"miedo"	"nrc"	NA
"perecer"	"negativo"	"nrc"	NA
"perecer"	"tristeza"	"nrc"	NA
"perecido"	"negativo"	"nrc"	NA
"perecido"	"tristeza"	"nrc"	NA
"pereciendo"	"miedo"	"nrc"	NA
"pereciendo"	"negativo"	"nrc"	NA
"pereciendo"	"tristeza"	"nrc"	NA
"perenne"	"confianza"	"nrc"	NA
"perenne"	"positivo"	"nrc"	NA
"pereza"	"disgusto"	"nrc"	NA
"pereza"	"negativo"	"nrc"	NA
"perezoso"	"negativo"	"nrc"	NA
"perfección"	"alegría"	"nrc"	NA
"perfección"	"asombro"	"nrc"	NA
"perfección"	"confianza"	"nrc"	NA
"perfección"	"positivo"	"nrc"	NA
"perfección"	"premonición"	"nrc"	NA
"perfecto"	"alegría"	"nrc"	NA
"perfecto"	"confianza"	"nrc"	NA
"perfecto"	"positivo"	"nrc"	NA
"perfecto"	"premonición"	"nrc"	NA
"pericia"	"confianza"	"nrc"	NA
"pericia"	"positivo"	"nrc"	NA
"peril"	"miedo"	"nrc"	NA
"peril"	"negativo"	"nrc"	NA
"peril"	"premonición"	"nrc"	NA
"peril"	"tristeza"	"nrc"	NA
"periodicidad"	"confianza"	"nrc"	NA
"periodismo"	"confianza"	"nrc"	NA
"periodista"	"positivo"	"nrc"	NA
"perjudicar"	"negativo"	"nrc"	NA
"perjudicial"	"disgusto"	"nrc"	NA
"perjudicial"	"ira"	"nrc"	NA
"perjudicial"	"miedo"	"nrc"	NA
"perjudicial"	"negativo"	"nrc"	NA
"perjudicial"	"tristeza"	"nrc"	NA
"perjurio"	"asombro"	"nrc"	NA
"perjurio"	"miedo"	"nrc"	NA
"perjurio"	"negativo"	"nrc"	NA
"permiso"	"positivo"	"nrc"	NA
"permitir"	"confianza"	"nrc"	NA
"permitir"	"positivo"	"nrc"	NA
"permitirse"	"positivo"	"nrc"	NA
"pernicioso"	"ira"	"nrc"	NA
"pernicioso"	"miedo"	"nrc"	NA
"pernicioso"	"negativo"	"nrc"	NA
"pernicioso"	"tristeza"	"nrc"	NA
"perpetuación"	"negativo"	"nrc"	NA
"perpetuar"	"premonición"	"nrc"	NA
"perpetuidad"	"confianza"	"nrc"	NA
"perpetuidad"	"positivo"	"nrc"	NA
"perpetuidad"	"premonición"	"nrc"	NA
"perplejidad"	"negativo"	"nrc"	NA
"perplejidad"	"tristeza"	"nrc"	NA
"perplejo"	"negativo"	"nrc"	NA
"perra"	"disgusto"	"nrc"	NA
"perra"	"ira"	"nrc"	NA
"perra"	"miedo"	"nrc"	NA
"perra"	"negativo"	"nrc"	NA
"perra"	"tristeza"	"nrc"	NA
"perrera"	"tristeza"	"nrc"	NA
"persecución"	"disgusto"	"nrc"	NA
"persecución"	"ira"	"nrc"	NA
"persecución"	"miedo"	"nrc"	NA
"persecución"	"negativo"	"nrc"	NA
"persecución"	"tristeza"	"nrc"	NA
"perseguir"	"ira"	"nrc"	NA
"perseguir"	"miedo"	"nrc"	NA
"perseguir"	"negativo"	"nrc"	NA
"persistencia"	"positivo"	"nrc"	NA
"persistente"	"positivo"	"nrc"	NA
"persistir"	"premonición"	"nrc"	NA
"personal"	"confianza"	"nrc"	NA
"personificar"	"negativo"	"nrc"	NA
"perspectiva"	"positivo"	"nrc"	NA
"perspicacia"	"positivo"	"nrc"	NA
"perspicaz"	"positivo"	"nrc"	NA
"persuadir"	"confianza"	"nrc"	NA
"pertinente"	"confianza"	"nrc"	NA
"pertinente"	"positivo"	"nrc"	NA
"perturbación"	"asombro"	"nrc"	NA
"perturbación"	"ira"	"nrc"	NA
"perturbación"	"miedo"	"nrc"	NA
"perturbación"	"negativo"	"nrc"	NA
"perturbación"	"tristeza"	"nrc"	NA
"perturbado"	"ira"	"nrc"	NA
"perturbado"	"negativo"	"nrc"	NA
"perturbado"	"tristeza"	"nrc"	NA
"perversión"	"disgusto"	"nrc"	NA
"perversión"	"ira"	"nrc"	NA
"perversión"	"negativo"	"nrc"	NA
"perversión"	"tristeza"	"nrc"	NA
"perverso"	"disgusto"	"nrc"	NA
"perverso"	"ira"	"nrc"	NA
"perverso"	"miedo"	"nrc"	NA
"perverso"	"negativo"	"nrc"	NA
"pervertido"	"disgusto"	"nrc"	NA
"pervertido"	"ira"	"nrc"	NA
"pervertido"	"negativo"	"nrc"	NA
"pesadilla"	"ira"	"nrc"	NA
"pesadilla"	"miedo"	"nrc"	NA
"pesadilla"	"negativo"	"nrc"	NA
"pesadilla"	"tristeza"	"nrc"	NA
"pesado"	"miedo"	"nrc"	NA
"pesado"	"negativo"	"nrc"	NA
"pesimismo"	"ira"	"nrc"	NA
"pesimismo"	"miedo"	"nrc"	NA
"pesimismo"	"negativo"	"nrc"	NA
"pesimismo"	"tristeza"	"nrc"	NA
"pesimista"	"miedo"	"nrc"	NA
"pesimista"	"negativo"	"nrc"	NA
"pesimista"	"tristeza"	"nrc"	NA
"peso"	"alegría"	"nrc"	NA
"peso"	"asombro"	"nrc"	NA
"peso"	"confianza"	"nrc"	NA
"peso"	"disgusto"	"nrc"	NA
"peso"	"miedo"	"nrc"	NA
"peso"	"negativo"	"nrc"	NA
"peso"	"positivo"	"nrc"	NA
"peso"	"premonición"	"nrc"	NA
"peso"	"tristeza"	"nrc"	NA
"pestilencia"	"disgusto"	"nrc"	NA
"pestilencia"	"miedo"	"nrc"	NA
"pestilencia"	"negativo"	"nrc"	NA
"petardo"	"asombro"	"nrc"	NA
"petardo"	"ira"	"nrc"	NA
"petardo"	"miedo"	"nrc"	NA
"petardo"	"negativo"	"nrc"	NA
"petardo"	"premonición"	"nrc"	NA
"petróleo"	"disgusto"	"nrc"	NA
"petróleo"	"negativo"	"nrc"	NA
"petróleo"	"positivo"	"nrc"	NA
"piadoso"	"alegría"	"nrc"	NA
"piadoso"	"confianza"	"nrc"	NA
"piadoso"	"disgusto"	"nrc"	NA
"piadoso"	"positivo"	"nrc"	NA
"piadoso"	"tristeza"	"nrc"	NA
"picadillo"	"negativo"	"nrc"	NA
"picadura"	"ira"	"nrc"	NA
"picadura"	"miedo"	"nrc"	NA
"picadura"	"negativo"	"nrc"	NA
"picar"	"negativo"	"nrc"	NA
"pícaro"	"disgusto"	"nrc"	NA
"pícaro"	"negativo"	"nrc"	NA
"picnic"	"alegría"	"nrc"	NA
"picnic"	"asombro"	"nrc"	NA
"picnic"	"confianza"	"nrc"	NA
"picnic"	"positivo"	"nrc"	NA
"picnic"	"premonición"	"nrc"	NA
"picotear"	"positivo"	"nrc"	NA
"pie"	"confianza"	"nrc"	NA
"piedad"	"positivo"	"nrc"	NA
"piedra"	"ira"	"nrc"	NA
"piedra"	"negativo"	"nrc"	NA
"pifia"	"disgusto"	"nrc"	NA
"pifia"	"negativo"	"nrc"	NA
"pifia"	"tristeza"	"nrc"	NA
"pilar"	"confianza"	"nrc"	NA
"pilar"	"positivo"	"nrc"	NA
"píldora"	"confianza"	"nrc"	NA
"píldora"	"positivo"	"nrc"	NA
"pillaje"	"disgusto"	"nrc"	NA
"pillaje"	"ira"	"nrc"	NA
"pillaje"	"miedo"	"nrc"	NA
"pillaje"	"negativo"	"nrc"	NA
"pilluelo"	"negativo"	"nrc"	NA
"piloto"	"confianza"	"nrc"	NA
"piloto"	"positivo"	"nrc"	NA
"pináculo"	"positivo"	"nrc"	NA
"pinchazo"	"asombro"	"nrc"	NA
"pinchazo"	"disgusto"	"nrc"	NA
"pinchazo"	"ira"	"nrc"	NA
"pinchazo"	"miedo"	"nrc"	NA
"pinchazo"	"negativo"	"nrc"	NA
"pino"	"negativo"	"nrc"	NA
"pino"	"tristeza"	"nrc"	NA
"pintoresco"	"alegría"	"nrc"	NA
"pintoresco"	"confianza"	"nrc"	NA
"pintoresco"	"positivo"	"nrc"	NA
"piñón"	"miedo"	"nrc"	NA
"piñón"	"negativo"	"nrc"	NA
"piojo"	"disgusto"	"nrc"	NA
"piojo"	"negativo"	"nrc"	NA
"pionero"	"positivo"	"nrc"	NA
"piqué"	"ira"	"nrc"	NA
"piqué"	"negativo"	"nrc"	NA
"piquete"	"ira"	"nrc"	NA
"piquete"	"miedo"	"nrc"	NA
"piquete"	"negativo"	"nrc"	NA
"piquete"	"premonición"	"nrc"	NA
"piquetes"	"ira"	"nrc"	NA
"piquetes"	"negativo"	"nrc"	NA
"pirata"	"ira"	"nrc"	NA
"pirata"	"negativo"	"nrc"	NA
"piratería"	"negativo"	"nrc"	NA
"piscina"	"positivo"	"nrc"	NA
"pista"	"premonición"	"nrc"	NA
"pistola"	"ira"	"nrc"	NA
"pistola"	"miedo"	"nrc"	NA
"pistola"	"negativo"	"nrc"	NA
"pivote"	"confianza"	"nrc"	NA
"pivote"	"positivo"	"nrc"	NA
"pizarra"	"positivo"	"nrc"	NA
"placentero"	"alegría"	"nrc"	NA
"placentero"	"positivo"	"nrc"	NA
"plácido"	"positivo"	"nrc"	NA
"plaga"	"disgusto"	"nrc"	NA
"plaga"	"miedo"	"nrc"	NA
"plaga"	"negativo"	"nrc"	NA
"plaga"	"tristeza"	"nrc"	NA
"plagio"	"disgusto"	"nrc"	NA
"plagio"	"negativo"	"nrc"	NA
"plan"	"premonición"	"nrc"	NA
"planificación"	"confianza"	"nrc"	NA
"planificación"	"positivo"	"nrc"	NA
"planificación"	"premonición"	"nrc"	NA
"plantear"	"negativo"	"nrc"	NA
"platija"	"miedo"	"nrc"	NA
"platija"	"negativo"	"nrc"	NA
"platija"	"tristeza"	"nrc"	NA
"playa"	"alegría"	"nrc"	NA
"pleito"	"asombro"	"nrc"	NA
"pleito"	"disgusto"	"nrc"	NA
"pleito"	"ira"	"nrc"	NA
"pleito"	"miedo"	"nrc"	NA
"pleito"	"negativo"	"nrc"	NA
"pleito"	"tristeza"	"nrc"	NA
"plenario"	"positivo"	"nrc"	NA
"plexo"	"positivo"	"nrc"	NA
"plomada"	"positivo"	"nrc"	NA
"población"	"positivo"	"nrc"	NA
"pobre"	"negativo"	"nrc"	NA
"pobre"	"tristeza"	"nrc"	NA
"pobreza"	"disgusto"	"nrc"	NA
"pobreza"	"ira"	"nrc"	NA
"pobreza"	"miedo"	"nrc"	NA
"pobreza"	"negativo"	"nrc"	NA
"pobreza"	"tristeza"	"nrc"	NA
"pocilga"	"disgusto"	"nrc"	NA
"pocilga"	"negativo"	"nrc"	NA
"poderosamente"	"miedo"	"nrc"	NA
"poderosamente"	"positivo"	"nrc"	NA
"poderoso"	"alegría"	"nrc"	NA
"poderoso"	"confianza"	"nrc"	NA
"poderoso"	"ira"	"nrc"	NA
"poderoso"	"miedo"	"nrc"	NA
"poderoso"	"positivo"	"nrc"	NA
"podredumbre"	"disgusto"	"nrc"	NA
"podredumbre"	"miedo"	"nrc"	NA
"podredumbre"	"negativo"	"nrc"	NA
"podredumbre"	"tristeza"	"nrc"	NA
"podrido"	"disgusto"	"nrc"	NA
"podrido"	"negativo"	"nrc"	NA
"polaridad"	"asombro"	"nrc"	NA
"polémica"	"disgusto"	"nrc"	NA
"polémica"	"ira"	"nrc"	NA
"polémica"	"negativo"	"nrc"	NA
"polémico"	"ira"	"nrc"	NA
"polémico"	"negativo"	"nrc"	NA
"poli"	"confianza"	"nrc"	NA
"poli"	"miedo"	"nrc"	NA
"policía"	"confianza"	"nrc"	NA
"policía"	"miedo"	"nrc"	NA
"policía"	"positivo"	"nrc"	NA
"poligamia"	"disgusto"	"nrc"	NA
"poligamia"	"negativo"	"nrc"	NA
"polio"	"miedo"	"nrc"	NA
"polio"	"negativo"	"nrc"	NA
"polio"	"tristeza"	"nrc"	NA
"política"	"confianza"	"nrc"	NA
"política"	"ira"	"nrc"	NA
"polizonte"	"confianza"	"nrc"	NA
"polizonte"	"miedo"	"nrc"	NA
"pollo"	"miedo"	"nrc"	NA
"polución"	"disgusto"	"nrc"	NA
"polución"	"negativo"	"nrc"	NA
"polvo"	"negativo"	"nrc"	NA
"pólvora"	"miedo"	"nrc"	NA
"pomada"	"positivo"	"nrc"	NA
"pompa"	"negativo"	"nrc"	NA
"pomposo"	"disgusto"	"nrc"	NA
"pomposo"	"negativo"	"nrc"	NA
"ponche"	"asombro"	"nrc"	NA
"ponche"	"ira"	"nrc"	NA
"ponche"	"miedo"	"nrc"	NA
"ponche"	"negativo"	"nrc"	NA
"ponche"	"tristeza"	"nrc"	NA
"ponderar"	"confianza"	"nrc"	NA
"ponderar"	"premonición"	"nrc"	NA
"pontífice"	"confianza"	"nrc"	NA
"popularidad"	"positivo"	"nrc"	NA
"popularizado"	"positivo"	"nrc"	NA
"popurrí"	"positivo"	"nrc"	NA
"pornografía"	"disgusto"	"nrc"	NA
"pornografía"	"negativo"	"nrc"	NA
"pornográfico"	"negativo"	"nrc"	NA
"porrazo"	"ira"	"nrc"	NA
"porrazo"	"negativo"	"nrc"	NA
"portador"	"negativo"	"nrc"	NA
"portátil"	"positivo"	"nrc"	NA
"portavoz"	"confianza"	"nrc"	NA
"poseer"	"alegría"	"nrc"	NA
"poseer"	"confianza"	"nrc"	NA
"poseer"	"positivo"	"nrc"	NA
"poseer"	"premonición"	"nrc"	NA
"poseído"	"disgusto"	"nrc"	NA
"poseído"	"ira"	"nrc"	NA
"poseído"	"miedo"	"nrc"	NA
"poseído"	"negativo"	"nrc"	NA
"posesión"	"disgusto"	"nrc"	NA
"posesión"	"ira"	"nrc"	NA
"posesión"	"miedo"	"nrc"	NA
"posesión"	"negativo"	"nrc"	NA
"posibilidad"	"premonición"	"nrc"	NA
"posición"	"positivo"	"nrc"	NA
"postigo"	"positivo"	"nrc"	NA
"póstumo"	"negativo"	"nrc"	NA
"póstumo"	"tristeza"	"nrc"	NA
"potable"	"positivo"	"nrc"	NA
"potar"	"disgusto"	"nrc"	NA
"potencia"	"positivo"	"nrc"	NA
"potente"	"alegría"	"nrc"	NA
"potente"	"confianza"	"nrc"	NA
"potente"	"disgusto"	"nrc"	NA
"potente"	"ira"	"nrc"	NA
"potente"	"miedo"	"nrc"	NA
"potente"	"positivo"	"nrc"	NA
"potente"	"premonición"	"nrc"	NA
"práctica"	"positivo"	"nrc"	NA
"práctica"	"premonición"	"nrc"	NA
"practicado"	"alegría"	"nrc"	NA
"practicado"	"asombro"	"nrc"	NA
"practicado"	"confianza"	"nrc"	NA
"practicado"	"positivo"	"nrc"	NA
"práctico"	"positivo"	"nrc"	NA
"prado"	"positivo"	"nrc"	NA
"precario"	"miedo"	"nrc"	NA
"precario"	"negativo"	"nrc"	NA
"precario"	"premonición"	"nrc"	NA
"precario"	"tristeza"	"nrc"	NA
"precaución"	"ira"	"nrc"	NA
"precaución"	"miedo"	"nrc"	NA
"precaución"	"negativo"	"nrc"	NA
"precaución"	"positivo"	"nrc"	NA
"precaución"	"premonición"	"nrc"	NA
"precedencia"	"confianza"	"nrc"	NA
"precedencia"	"positivo"	"nrc"	NA
"precedente"	"positivo"	"nrc"	NA
"preceder"	"positivo"	"nrc"	NA
"precioso"	"alegría"	"nrc"	NA
"precioso"	"asombro"	"nrc"	NA
"precioso"	"confianza"	"nrc"	NA
"precioso"	"positivo"	"nrc"	NA
"precioso"	"premonición"	"nrc"	NA
"precioso"	"tristeza"	"nrc"	NA
"precipicio"	"miedo"	"nrc"	NA
"precisión"	"positivo"	"nrc"	NA
"preciso"	"positivo"	"nrc"	NA
"precursor"	"positivo"	"nrc"	NA
"precursor"	"premonición"	"nrc"	NA
"predecir"	"premonición"	"nrc"	NA
"predicamento"	"miedo"	"nrc"	NA
"predicamento"	"negativo"	"nrc"	NA
"predicción"	"premonición"	"nrc"	NA
"predilección"	"positivo"	"nrc"	NA
"predilección"	"premonición"	"nrc"	NA
"predisponer"	"premonición"	"nrc"	NA
"predispuesto"	"disgusto"	"nrc"	NA
"predispuesto"	"miedo"	"nrc"	NA
"predispuesto"	"negativo"	"nrc"	NA
"predominante"	"confianza"	"nrc"	NA
"predominante"	"positivo"	"nrc"	NA
"preeminente"	"positivo"	"nrc"	NA
"preferido"	"positivo"	"nrc"	NA
"preferir"	"confianza"	"nrc"	NA
"preferir"	"positivo"	"nrc"	NA
"pregunta"	"positivo"	"nrc"	NA
"prejuicio"	"ira"	"nrc"	NA
"prejuicio"	"negativo"	"nrc"	NA
"preliminar"	"premonición"	"nrc"	NA
"prematuro"	"asombro"	"nrc"	NA
"premeditado"	"miedo"	"nrc"	NA
"premeditado"	"negativo"	"nrc"	NA
"premio"	"alegría"	"nrc"	NA
"premio"	"asombro"	"nrc"	NA
"premio"	"confianza"	"nrc"	NA
"premio"	"positivo"	"nrc"	NA
"premio"	"premonición"	"nrc"	NA
"prenda"	"alegría"	"nrc"	NA
"prenda"	"confianza"	"nrc"	NA
"prenda"	"positivo"	"nrc"	NA
"preocupado"	"miedo"	"nrc"	NA
"preocupado"	"negativo"	"nrc"	NA
"preocupado"	"tristeza"	"nrc"	NA
"preocupante"	"miedo"	"nrc"	NA
"preocupante"	"negativo"	"nrc"	NA
"preocupante"	"premonición"	"nrc"	NA
"preocupante"	"tristeza"	"nrc"	NA
"preocuparse"	"miedo"	"nrc"	NA
"preocuparse"	"negativo"	"nrc"	NA
"preocuparse"	"premonición"	"nrc"	NA
"preocuparse"	"tristeza"	"nrc"	NA
"preparación"	"alegría"	"nrc"	NA
"preparación"	"confianza"	"nrc"	NA
"preparación"	"positivo"	"nrc"	NA
"preparación"	"premonición"	"nrc"	NA
"preparado"	"confianza"	"nrc"	NA
"preparado"	"positivo"	"nrc"	NA
"preparado"	"premonición"	"nrc"	NA
"preparar"	"positivo"	"nrc"	NA
"preparar"	"premonición"	"nrc"	NA
"preparatorio"	"premonición"	"nrc"	NA
"preponderancia"	"confianza"	"nrc"	NA
"presa"	"miedo"	"nrc"	NA
"presa"	"negativo"	"nrc"	NA
"presagio"	"ira"	"nrc"	NA
"presagio"	"miedo"	"nrc"	NA
"presagio"	"negativo"	"nrc"	NA
"presagio"	"premonición"	"nrc"	NA
"presciente"	"positivo"	"nrc"	NA
"presciente"	"premonición"	"nrc"	NA
"presencia"	"positivo"	"nrc"	NA
"presentable"	"positivo"	"nrc"	NA
"presentación"	"negativo"	"nrc"	NA
"presentación"	"positivo"	"nrc"	NA
"presentar"	"premonición"	"nrc"	NA
"presente"	"alegría"	"nrc"	NA
"presente"	"asombro"	"nrc"	NA
"presente"	"confianza"	"nrc"	NA
"presente"	"positivo"	"nrc"	NA
"presente"	"premonición"	"nrc"	NA
"presentimiento"	"miedo"	"nrc"	NA
"presentimiento"	"negativo"	"nrc"	NA
"presentimiento"	"premonición"	"nrc"	NA
"preservar"	"positivo"	"nrc"	NA
"preservativo"	"alegría"	"nrc"	NA
"preservativo"	"asombro"	"nrc"	NA
"preservativo"	"confianza"	"nrc"	NA
"preservativo"	"positivo"	"nrc"	NA
"preservativo"	"premonición"	"nrc"	NA
"presidenta"	"confianza"	"nrc"	NA
"presidenta"	"positivo"	"nrc"	NA
"presidente"	"confianza"	"nrc"	NA
"presidente"	"positivo"	"nrc"	NA
"presión"	"negativo"	"nrc"	NA
"preso"	"disgusto"	"nrc"	NA
"preso"	"ira"	"nrc"	NA
"preso"	"miedo"	"nrc"	NA
"preso"	"negativo"	"nrc"	NA
"preso"	"tristeza"	"nrc"	NA
"prestador"	"confianza"	"nrc"	NA
"prestamista"	"confianza"	"nrc"	NA
"prestatario"	"negativo"	"nrc"	NA
"prestidigitación"	"negativo"	"nrc"	NA
"prestigio"	"alegría"	"nrc"	NA
"prestigio"	"confianza"	"nrc"	NA
"prestigio"	"positivo"	"nrc"	NA
"presto"	"alegría"	"nrc"	NA
"presto"	"asombro"	"nrc"	NA
"presto"	"positivo"	"nrc"	NA
"presumido"	"negativo"	"nrc"	NA
"presunción"	"confianza"	"nrc"	NA
"presuntuoso"	"disgusto"	"nrc"	NA
"presuntuoso"	"ira"	"nrc"	NA
"presuntuoso"	"negativo"	"nrc"	NA
"presupuesto"	"confianza"	"nrc"	NA
"pretendiendo"	"ira"	"nrc"	NA
"pretendiendo"	"negativo"	"nrc"	NA
"pretensión"	"negativo"	"nrc"	NA
"pretensiones"	"negativo"	"nrc"	NA
"prevalecer"	"alegría"	"nrc"	NA
"prevalecer"	"positivo"	"nrc"	NA
"prevalecer"	"premonición"	"nrc"	NA
"prevención"	"positivo"	"nrc"	NA
